Content,RT,R1P,LR,EQE,PR,VR,DR,SSR,TR,NRCA,CR,UR,UV,CE,Label
收到货，第一时间拆包装。掌柜的服务态度真好，所有问题都一一解答了。宝贝与卖家描述的完全一致。,1,0,46,0,0,0,-1,0,0,0,0,930,1,0.715604576,1
今天剛拿到手，用了一下覺得不錯。第一次買這家的產品，下次還會推薦給家人朋友。產品的質感覺得挺高級，有正常無線充電的發熱量，不會過熱，好評。,1,0,69,0,1,0,-1,0,0,0,0,11,1,0.010320067,1
这个产品和它价位相比来说，还是很合适的,1,0,19,0,0,0,-1,1,0,0,6,73,1,0.988912217,1
买好几次了,1,0,5,0,0,0,-1,0,0,0,3,1442,0,0.400426417,1
質量很好,1,0,4,0,0,0,-1,0,0,0,0,1873,0,0.443138763,1
没有灯，不好，不知道充没充上电,1,0,15,0,0,0,-1,0,0,0,0,1650,0,0.0447474,1
宝贝收到！总体不错！开学可以用上了！,1,0,18,3,1,0,-1,0,0,0,6,941,1,0.896877741,1
还不错，希望能用久一点,1,0,11,0,0,0,-1,0,0,0,0,2426,1,0.552553644,1
好卖家，一直在为订单服务。,1,0,13,0,0,0,-1,0,0,0,0,1010,0,0.35917994,1
充电很快，很方便，好用,1,0,11,0,0,0,-1,1,1,0,0,743,0,0.920484892,1
非常棒，很容易贴好，而且不掉色，很好看，值得购买,1,0,24,0,0,1,-1,0,0,0,4,203,0,0.99743256,1
给小外甥买的小孩特别喜欢很好吃,1,0,15,0,0,0,-1,0,0,0,3,29,0,0.877170533,1
羽绒服收到了，面料特别好，羽绒填充厚实又很蓬松，老公说穿着特别保暖????厚实却又不显得臃肿，爱了爱了??????,1,0,57,10,0,0,-1,0,1,0,1,97,1,0.98952982,1
店家的服务态度很好，很满意这家店的，全5分。推荐有需要的朋友购买。,1,0,33,0,0,0,-1,1,0,0,6,1197,1,0.776342179,1
第一次贴没估计好距离整太远了。一觉起来就显色了，不过睡前裹的保鲜膜睡到一半迷迷糊糊摘了，结果手心也印上了orz！睡觉不老实的姐妹一定要确保裹好保鲜膜嗷&mdash;&mdash;颜色比较深的那张是过去29小时了。,1,0,106,1,1,0,-1,0,0,0,4,254,1,9.1e-05,1
真的像真纹身的，推荐入手，四天左右时间了，真的好真!真的好帅!巨好看！不要问我为什么贴老虎，哈哈，就是喜欢这种酷酷的。不敢纹身又喜欢纹身的，可以一试,1,1,74,3,1,1,-1,0,0,0,4,14,1,0.999589242,1
三合一的充電器非常不錯，三個又都是無線充電的，充電也是很方便，iphone和華為手機試過都可以充電，手錶是只能充蘋果的，驚喜的是耳機的位置也可以充手機,1,0,75,0,1,0,-1,0,0,0,0,1853,0,0.000780311,1
挺好的，床上显得高档，大气,1,0,13,0,0,0,-1,0,0,1,1,1414,0,0.987442962,1
包包质量不错，小孩喜欢送的大鹅！！！,1,0,18,3,1,0,-1,0,0,0,6,286,0,0.592209673,1
物美价廉，很合适，下次还来,1,0,13,0,0,0,-1,0,0,0,1,329,1,0.967164591,1
宝贝超级好，可以放心购买！客服态度也好，会回购！,1,0,24,2,0,0,-1,0,0,0,1,295,0,0.273932793,1
很满意，物流快，客服态度很好。用起来方便多了,1,0,22,0,0,0,-1,1,0,0,0,1013,1,0.638282187,1
很好看，特别显档次,1,0,18,1,0,0,18,0,0,1,1,3266,0,0.946386295,1
冷藏柜是不锈钢材质做的，冷藏效果也很好，价格还实惠，也很好安装，奶茶店用尺寸刚刚好????,1,0,45,4,0,0,-1,0,0,0,0,1122,1,0.998878367,1
很好的购买平台，质量不错，特别是有品牌的，值得信赖,1,0,25,0,0,0,-1,1,0,0,1,119,1,0.998207835,1
一直买衣服都是这家优先，最好下次能推个羽绒服，赞赞赞，经济又实惠,1,0,32,0,0,0,-1,0,0,0,1,432,0,0.999656334,1
装上正常用，希望耐用,1,0,10,0,0,0,-1,0,0,1,0,3487,0,0.503688235,1
咖啡很好，但是最开始发的百世居然一直不发货，后面换了圆通才真的发出来，lj百世,1,0,39,0,0,0,-1,0,0,0,3,1083,0,0.03720714,1
很实用，充电快，携带方便,1,0,12,0,0,0,-1,1,0,1,0,1463,1,0.920588352,1
质量很好，价格实惠，很喜欢！,1,0,14,1,0,0,-1,1,0,0,0,2202,1,0.989918051,1
无限充电器真的很好用，方便了许多,1,0,16,0,0,0,-1,1,0,0,0,2136,1,0.998367614,1
真心不错，推荐给大家,1,0,10,0,0,0,-1,0,1,1,0,392,1,0.95118233,1
宝贝收到非常满意给予好评,1,0,12,0,0,0,-1,0,0,0,0,123,1,0.881473385,1
宝贝收到了物流很快，衣服的质量很好，面料好做工精细，价钱合理,1,0,30,0,0,0,-1,0,0,0,1,163,1,0.999614547,1
料子特别好，版型很赞，推荐,1,0,13,0,0,0,-1,0,0,0,1,2386,0,0.984125989,1
??从没想过这么实惠的价格，??能买到这么好的宝贝，??性价比非常高，充电也挺快,1,0,40,6,0,0,-1,0,0,0,0,936,0,0.999166552,1
跟实体店没有区别，还便宜，喜欢！,1,0,16,1,0,0,-1,1,0,0,1,246,0,0.726884193,1
多功能的很方便功能齐全,1,0,11,0,0,0,-1,1,0,0,0,856,1,0.991065171,1
不错，很好吃，脆脆的,1,0,10,0,0,0,-1,0,0,1,3,1313,0,0.990246448,1
收到了，质量非常好做工仔细，版型也非常的正。,1,0,22,0,0,0,-1,0,0,0,1,1181,1,0.669897007,1
质量好，性价比高，好用，满意。,1,0,15,0,0,0,-1,1,1,0,0,2216,0,0.991335796,1
物美价廉，很OK，比实体店优惠太多了,1,0,18,0,0,0,-1,1,1,0,6,165,1,0.686130004,1
质量很好,1,0,4,0,0,0,-1,0,0,0,0,1413,1,0.759849616,1
原装苹果充电器收到了，试了一下，很好用的,1,0,20,0,0,0,-1,0,0,0,0,1055,1,0.971553899,1
趁着活动购买，自己家里买一个，跟爹妈他们送去一个，戴森果然好用！,1,0,32,1,0,0,-1,0,0,0,0,1377,0,0.87942754,1
可以使用，挺好的，价格也合适,1,0,14,0,1,0,-1,0,0,0,0,2663,0,0.944479408,1
不错。但是加了外壳之后底座容易掉,1,0,16,0,0,0,-1,0,0,0,0,1296,0,0.443156336,1
东西挺好的,1,0,5,0,0,0,-1,0,1,0,0,43,1,0.829743404,1
宝贝收到了，很不错，满意。,1,0,13,0,0,0,-1,1,0,0,0,1286,0,0.980193909,1
很满意，物流快，客服态度很好。用起来方便多了,1,0,22,0,0,0,-1,1,0,0,0,1013,1,0.638282187,1
一般，重量比车上原来的4安时的还轻，但愿容量没虚标,0,0,25,0,0,0,-1,0,1,0,0,1820,0,0.522919308,1
充电很方便，这回不用愁了。,1,0,13,0,0,0,-1,1,0,0,0,571,1,0.216440635,1
老婆帮我选的衣服收到了，眼光可以嘛，上身很好看，特别洋气穿着，质量很好，很满意,1,1,39,0,0,0,-1,0,0,0,1,360,1,0.999245852,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
客服态度很好！发货很快！包装结实，很好用！！！,1,0,23,5,1,0,-1,0,0,0,0,2344,0,0.44316635,1
物美价廉和老公一人一件买二送二的活动还要什么自行车，爱了爱了,1,0,30,0,0,0,-1,1,0,1,1,122,1,0.346307649,1
讲真东西还不错，热敷显色挺快的，但是掉色也挺快的。第四天就开始掉色了，我一天贴一个，第四个刚显色第一个就脱色成这样了,1,1,58,0,0,1,-1,0,0,0,4,996,0,0.942711362,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
背包容量大，颜色也时尚，质量很好的。,1,0,18,0,1,0,-1,0,0,0,6,1725,0,0.905641497,1
找了好多家，终于找到这家原装欧姆龙电子血压计电源适配器，用了一段时间，效果很好！买对了！,1,0,44,2,1,0,-1,0,0,0,0,242,0,0.75688606,1
不错。。挺好的,1,0,7,0,0,0,-1,0,0,0,3,97,1,0.956768883,1
宝贝收到了，质量很好，已经正常使用了，卖家服务很好，还会继续支持,1,0,32,0,0,0,-1,0,0,0,0,435,1,0.972203153,1
质量很好，价格很实惠。是我喜欢的款式，推荐,1,1,21,0,1,0,-1,0,0,0,6,1440,0,0.994064354,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
衣服老公穿着显年轻，面料很舒服，质量挺好的，值得购买。,1,0,27,0,0,0,-1,0,0,1,1,87,1,0.999442939,1
包装结实，电又稳定又快，下次还来买,1,0,17,0,1,0,0,0,0,0,0,2,1,0.77049803,1
精挑细选很久?，最后决定买这一款??，到货后果然没有让我失望，实物很漂亮??，做工很精细??，特别满意??,1,1,53,9,0,0,-1,1,0,0,6,1760,1,0.999331589,1
第一次贴没估计好距离整太远了。一觉起来就显色了，不过睡前裹的保鲜膜睡到一半迷迷糊糊摘了，结果手心也印上了orz！睡觉不老实的姐妹一定要确保裹好保鲜膜嗷&mdash;&mdash;颜色比较深的那张是过去59小时了。,1,0,106,1,1,0,-1,0,0,0,4,254,1,4.43e-05,1
超级好看,1,0,4,0,0,0,-1,0,0,0,1,1085,0,0.641273787,1
还不错吧。,1,0,5,0,0,0,-1,0,0,0,0,1064,0,0.883015318,1
物超所值，话不多说，这四个字已经说明了一切,1,0,21,0,0,0,-1,1,1,0,0,153,1,0.956280511,1
宝贝很好，在没有安好充电桩前，使用此宝贝还是挺方便的，送了10A转16A插头，到哪都能充，客服也耐心讲解疑惑，长了许多知识，赞赞赞。,1,0,66,0,1,0,-1,0,0,0,0,86,1,0.999999737,1
宝贝以经收到了，质量很好，很满意的一次购买。,1,0,22,0,0,0,-1,0,0,0,0,966,0,0.971495468,1
是正品，值得购买,1,0,8,0,0,0,-1,0,0,0,0,1521,0,0.964969578,1
物流乱七八糟的,1,0,7,0,0,0,-1,0,0,1,3,1040,1,0.12424675,1
跟原装的一样，充电很快,1,0,11,0,0,0,-1,0,1,0,0,1125,1,0.785643102,1
习惯好评,1,0,4,0,0,0,-1,0,0,0,3,2147,0,0.398969088,1
已经是第二次购买，味道很好。,1,0,14,0,0,0,-1,0,0,0,3,224,0,0.676145108,1
产品质量不错，物流很快，价格实惠，老板服务态度好，非常满意。,1,0,30,0,0,0,-1,1,1,0,0,880,1,0.9975222,1
非常好用，高端，送人的，反馈回来很好用。好评了，后续再来,1,0,28,0,1,1,-1,0,0,0,0,1124,0,0.717590354,1
快速充电器收到了，质量很好，很好用,1,0,17,0,0,0,-1,0,0,0,0,1722,0,0.98024928,1
宝贝与描述基本一致，发货很快，值得一买,1,0,19,0,0,0,-1,1,0,0,6,141,1,0.991612197,1
用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了,1,0,28,0,0,0,-1,1,0,0,0,36,1,0.997292509,1
满意好评值得购买,1,0,8,0,0,0,-1,0,0,0,0,1144,1,0.888376159,1
非常棒，很容易贴好，而且不掉色，很好看，值得购买,1,0,24,0,0,1,-1,0,0,0,4,203,0,0.99743256,1
旧童车又能用了,1,0,7,0,0,0,-1,0,0,0,0,1382,0,0.16339901,1
儿子超级喜欢吃,1,0,7,0,0,0,-1,0,1,0,3,99,0,0.773603763,1
很不错，线比较长，原来的坏了，现在孩子又可以看小度了。,1,0,27,0,1,0,-1,0,0,0,0,112,1,0.943729476,1
包装不错,1,0,4,0,0,0,-1,0,0,0,3,730,0,0.8267703,1
宝贝已经收到了效果不错价位也很优惠,1,0,17,0,0,0,-1,1,0,0,0,1850,1,0.993067921,1
版型很好显瘦买就是了,1,0,10,0,0,0,-1,0,0,0,1,1128,0,0.989837843,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
质量挺好的，不错不错,1,0,10,0,0,0,-1,0,0,0,0,2043,1,0.992639366,1
双十一便宜又实惠，买了好多，宝贝一如既往的好??，性价比非常高，大品牌值得信赖??,1,0,41,4,0,0,-1,0,1,0,1,3692,0,0.999997749,1
质量不错，非常赞的产品。,1,0,12,0,0,0,-1,0,0,0,0,1919,0,0.982999862,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
宝贝收到了，妹妹开了一家奶茶店，买来送给她的，不锈钢材质的，质量不错，妹妹很喜欢，满意,1,0,43,0,0,0,-1,0,0,0,0,624,1,0.991491351,1
好吃又不贵！,1,0,6,1,1,0,-1,0,1,1,3,1407,0,0.374647988,1
杆有点前倾，玻璃罩有瑕疵，好多个气泡，懒得换了,1,0,23,0,1,0,-1,0,0,0,0,2509,0,0.137718739,1
种类超多，味道也不错～挺划算的，想喝的时候就随机抽一包,1,0,27,0,1,0,-1,0,0,0,3,1065,1,0.921149133,1
第二次买了，可爱又好吃,1,0,11,0,0,0,-1,0,1,0,3,387,1,0.712652973,1
无线充电器质量很好，充电很快，很高级好用,1,0,20,0,0,0,-1,1,0,0,0,1246,0,0.982717138,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
好卖家，真有耐心，我终于买到想要的东西了。谢谢卖家。,1,1,26,0,0,0,-1,1,0,0,0,743,1,0.840804856,1
桃子挺甜,1,0,4,0,0,0,-1,0,0,1,3,497,1,0.977091688,1
质量很好，物流很快，非常满意,1,0,14,0,0,0,-1,0,1,1,0,378,0,0.978416347,1
羊绒衫料子舒服，保暖好，价格不贵！,1,0,17,1,0,0,-1,0,1,0,1,1024,0,0.817760483,1
还不错，挺满意的，发货速度非常快，有需要还来,1,0,22,0,0,0,-1,1,0,0,0,2439,1,0.996618365,1
质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物,1,0,40,0,0,0,-1,1,0,0,6,1186,0,0.991424868,1
收到就插上了，没有问题，之前买的小孩弄断了，又买了一个，有需要再来,1,0,33,0,1,0,-1,0,0,0,0,1636,0,0.029649522,1
耐用，不错,1,0,5,0,0,0,-1,0,1,0,0,477,0,0.913682899,1
这个产品和它价位相比来说，还是很合适的,1,0,19,0,0,0,-1,1,0,0,1,6,1,0.988912217,1
做工精细，质量很好，物流快满意,1,0,15,0,0,0,-1,1,0,0,0,3110,1,0.997442709,1
好吃不贵，经济实惠。,1,0,10,0,0,0,-1,0,0,0,3,911,1,0.841886039,1
衣服质量真的太好了，内里做工也很好，推荐，强烈推荐,1,0,25,0,1,0,-1,0,0,1,1,1067,0,0.942074719,1
太好了充电非常方便，速度也和描述的一样,1,0,19,0,0,0,-1,0,0,1,0,136,1,0.678546311,1
整体评价：跟男朋友一人一件很合适哦,1,0,17,0,0,0,-1,0,1,1,1,207,1,0.956191948,1
宝贝已收到，接上电源，一切正常,1,0,15,0,1,0,-1,0,0,0,0,527,1,0.241331774,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
不错，电池做工精致。,1,0,10,0,1,0,-1,0,0,1,0,1354,0,0.991351608,1
原装充电器质量很好，而且性价比高，满意好评。,1,0,22,0,0,0,-1,0,0,0,0,1438,0,0.997721642,1
整体评价：很喜欢嘿嘿持久情况：目前没有掉色，快一个星期了买来后一直忘记贴，今天才想起来哈哈哈,1,0,46,0,1,0,-1,0,0,0,4,180,1,0.976441689,1
东西挺好的用，质量也好。物流也很快，下次还会来购物，,1,0,26,0,0,0,-1,0,0,0,0,409,1,0.993317913,1
好看好看好看，做工不错，果断收藏这家店铺了,1,0,21,0,1,0,-1,0,0,0,1,408,0,0.994419744,1
无线充很不错，白色的外观很好看，设备反应很快，手机放上去就充电，一机多用，充电实在太方便了，以前要一个一个插线充，现在随手放就可以充电的，手表吸在上面的，也不怕掉的,1,0,82,0,1,1,-1,0,0,0,0,3253,0,0.470676656,1
质量很好，充电快，使用方便，客服服务态度好，满意。,1,0,25,0,0,0,-1,1,0,0,0,477,1,0.403615446,1
挺好看的贴的时候要按照要求贴要不然颜色会浅点图案喜欢还赠了两个小图卖家挺好的,1,0,38,0,1,0,-1,0,0,0,4,86,1,0.996798804,1
第二次来买了。,1,0,7,0,0,0,-1,0,0,0,3,1503,0,0.349952722,1
正品，买的放心，价钱也公道，满意！,1,0,17,1,0,0,-1,1,0,0,6,484,1,0.990135192,1
挺好的，原装充电器，超值！,1,0,13,1,0,0,-1,0,0,1,0,293,0,0.997377757,1
总体效果不错，充电也没什么问题，需要充电直接放，又方便，发热还好，没怎么感觉，总之充电稳定，速度不会太慢就可以，主要看中三个一起充电方便,1,0,68,0,1,1,-1,0,0,0,0,1903,1,0.891432893,1
宝贝已收到，质量很好，很满意,1,0,14,0,1,0,0,0,0,0,0,840,1,0.956490737,1
宝贝收到了质量挺好的,1,0,10,0,0,0,-1,0,0,0,0,871,1,0.896040637,1
儿子喜欢吃,1,0,5,0,0,0,-1,0,0,0,3,590,0,0.824815537,1
味道不错！家里俩孩子都喜欢吃。,1,0,15,1,0,0,-1,0,0,1,3,714,1,0.99414625,1
手机充电非常方便，充电速度很快，价格实惠,1,0,20,0,0,0,-1,1,1,0,0,698,1,0.967622626,1
讲真东西还不错，热敷显色挺快的，但是掉色也挺快的。第四天就开始掉色了，我一天贴一个，第四个刚显色第一个就脱色成这样了,1,1,58,0,0,1,-1,0,0,0,4,996,0,0.942711362,1
送人的万圣节礼物，小小的一盒，里面也小小的，听说挺好吃,1,0,27,0,0,0,-1,0,0,0,3,1353,1,0.980927359,1
非常棒，很容易贴好，而且不掉色，很好看，值得购买,1,0,24,0,0,1,-1,0,0,0,4,203,0,0.99743256,1
超好，與相片一樣！十分滿意！發貨快，包裝保護好好，沒有任何耗損。,1,0,32,2,0,0,-1,1,0,0,0,217,0,0.031088097,1
宝贝收到了，孩子非常喜欢，开学必备，喜欢的亲赶紧下手吧,1,0,27,0,1,0,-1,0,0,1,6,47,1,0.843031216,1
不错不错，男朋友很喜欢,1,0,11,0,0,0,-1,0,0,1,1,220,1,0.995544207,1
孩子自己选的非常喜欢，口味好吃。,1,0,16,0,0,0,-1,0,0,0,3,126,0,0.970901337,1
宝贝已收到，东西不错，价格实惠，满意,1,0,18,0,0,0,-1,0,0,0,0,1841,1,0.994688322,1
挺不错的轮子顺滑的箱子也也教轻性价比高,1,0,19,0,1,0,-1,0,0,0,6,2245,0,0.932329958,1
毛衣摸着手感柔软舒适，款式简单大方穿上很好看,1,0,22,0,0,0,-1,0,1,0,1,403,1,0.999410511,1
好吃，比店里便宜,1,0,8,0,0,0,-1,0,0,0,3,3316,0,0.675136963,1
爱了好看啊完全不反光发货速度也超快，就是自己需要注意一下睡觉别压着可以拿美纹胶带贴一贴防止印到别的地方过两天就不掉色了很真实洗澡啥的都没弄掉，一下子买了很多够用很久的了,1,0,84,0,1,0,-1,0,0,0,4,607,0,0.341189996,1
质量不错，非常满意。,1,0,10,0,0,0,-1,0,0,0,0,1510,1,0.922886914,1
上妆效果：效果超级棒整体评价：发货速度贼快，前一天买的，第二天收到了。东西很精致持久情况：贴上去，一般情况下，47小时候已经很明显很明显了，真的是解救了长期想纹纹身，又怕后悔的我，过了一把纹身瘾，希望再多出点漂亮的图案~,1,1,110,0,1,0,-1,0,0,0,4,2215,0,0.999997466,1
质量还行，样子不错,1,0,9,0,0,0,-1,0,0,0,1,2444,1,0.954704651,1
第二次买了，我觉得很不错,1,1,12,0,0,0,-1,0,0,0,3,280,1,0.848013693,1
孩子挺喜欢吃的,1,0,7,0,0,0,-1,0,0,0,3,803,0,0.944721142,1
质量很好,1,0,4,0,0,0,-1,0,0,0,0,17,1,0.759849616,1
宝贝好用得没话说，质量又好，值得购买，赞赞赞赞,1,0,23,0,0,0,-1,0,0,0,0,118,0,0.999997657,1
西装质量很好，很值这个价,1,0,12,0,0,0,-1,0,0,0,1,1236,0,0.987608776,1
第一次贴没估计好距离整太远了。一觉起来就显色了，不过睡前裹的保鲜膜睡到一半迷迷糊糊摘了，结果手心也印上了orz！睡觉不老实的姐妹一定要确保裹好保鲜膜嗷&mdash;&mdash;颜色比较深的那张是过去44小时了。,1,0,106,1,1,0,-1,0,0,0,4,254,1,0.000106208,1
味道好，口感不错。,1,0,9,0,0,0,-1,0,0,1,3,284,1,0.951245819,1
能用，质量很好,1,0,7,0,0,0,-1,0,0,0,0,1185,1,0.759849616,1
衣服质量很好，老公很喜欢，款式特别潮，有韩范，挺好搭配的,1,0,28,0,0,0,-1,0,0,1,1,202,1,0.998176843,1
好评，有需要还会再来，同样其他家的东西，一起充满电。没有玩，放置了十几天，另一个居然还能充进去好多电，这个电瓶，却依然是满电,1,0,62,0,0,0,-1,0,0,0,0,577,1,0.03288852,1
价格有点高其他没毛病,1,0,10,0,0,0,-1,0,0,0,3,1095,0,0.615410783,1
非常好，加了一点香薰精油，味道香香的，非常喜欢,1,0,23,0,1,0,-1,0,0,0,0,1816,0,0.92909343,1
价格很便宜，性价比很高,1,0,11,0,0,0,-1,1,0,0,0,613,1,0.993138006,1
收到货后试了一下，很不错，质量很好，值得拥有！五星好评！,1,0,28,2,0,0,-1,1,0,0,6,247,1,0.981103906,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
质量特别好发货速度快非常满意,1,0,14,0,0,0,-1,0,1,0,0,709,1,0.967712202,1
衣服很漂亮，很合适，推荐购买！,1,0,15,1,0,0,-1,0,0,0,1,2318,0,0.996308644,1
宝贝收到了，和卖家描述一样，简简单单，大方，孩子喜欢，就行了呵??。,1,0,34,2,1,0,-1,0,0,0,6,81,1,0.997709264,1
无线充电器好用，很满意,1,0,11,0,0,0,-1,1,0,0,0,3083,1,0.960811645,1
9号和7号都好喝,1,0,8,0,0,0,-1,0,0,0,3,2529,0,0.096431183,1
不错(*?&acute;╰╯`?)?,1,0,18,3,0,0,-1,0,0,0,3,445,1,0.848177246,1
手机电都充不进去的，太垃圾了,1,0,14,0,0,0,-1,1,1,0,0,270,0,0.012519679,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
衣服收到了，尺码很合适，没有色差，质量很好穿起来很舒适，值得购买下次还来。,1,0,37,0,0,0,-1,1,0,0,1,51,1,0.972166459,1
还没装好，但看着质量不错，风格很塔。,1,0,18,0,0,0,-1,0,1,0,0,867,0,0.741403791,1
小西装质量非常不错，大小很合身，面料也很厚实，特别好搭配衣服,1,0,30,0,0,0,3,0,0,0,1,1717,1,0.997204384,1
衣服版型是我喜欢的，做工非常棒，老公穿着很好看。买的很值。,1,1,29,0,0,0,-1,0,0,0,1,71,1,0.99969565,1
电瓶充电器充电快，功率性好价格划算。服务态度好,1,0,23,0,0,0,-1,0,0,1,0,178,1,0.990303414,1
送人的，应该还不错,1,0,9,0,0,0,-1,0,0,0,0,2530,1,0.835976378,1
非常满意还会再买,1,0,8,0,0,0,-1,0,0,0,3,238,1,0.657510349,1
挺新鲜到货也快不错不错,1,0,11,0,1,1,-1,0,0,1,3,1524,0,0.993808732,1
好吃，一直他们家买的。下次有需要再来,1,0,18,0,0,0,-1,0,0,0,3,1023,1,0.476192661,1
非常好的宝贝！！,1,0,8,2,0,0,-1,0,0,0,0,520,0,0.737995347,1
物美价廉，很实用,1,0,8,0,0,0,-1,0,0,0,0,1980,1,0.927562218,1
很好吃，孩子都很习惯,1,0,10,0,0,0,-1,0,0,0,3,366,0,0.92646148,1
无线充电器好用，很满意,1,0,11,0,0,0,-1,1,0,0,0,3083,1,0.960811645,1
充电器很实用，很方便,1,0,10,0,0,0,-1,0,0,0,0,1330,1,0.972148162,1
很精致，质量非常好，很满意的一次购物。谢谢店家！,1,0,24,1,0,0,-1,1,0,0,1,1041,1,0.99420581,1
宝贝挺好看的和想象中一样，喜欢，就是这个物流真是无语了都到我们这了又等了3天给我又发别处去了真是醉了,1,2,50,0,0,0,-1,0,0,0,1,2140,0,0.938909611,1
充电器非常不错，充电速度快,1,0,13,0,0,0,-1,1,0,0,0,2149,0,0.989595467,1
这是不知道第多少次购买了,1,0,12,0,0,0,-1,0,0,0,3,221,1,0.441699121,1
质量好，不错的选择,1,0,9,0,0,0,-1,0,0,0,0,300,1,0.931932692,1
吹风机是正品不过感觉梳子是假的静电非常非常严重梳一下头发噼里啪啦声并且飘起来用艾凡达的气垫梳就不会这样问了有这款梳子的盆友们他们都不会静电emmmm&hellip;&hellip;,1,0,90,0,0,0,-1,0,0,1,0,1830,0,0.294050439,1
值得大家购买,1,0,6,0,0,0,-1,0,0,0,0,146,1,0.836052863,1
不充电的时候是绿色的，充电了就变成蓝色了。不用乱七八糟的线，只要这一个就可以充苹果家族了，放在床上也非常方便??非常好~,1,0,60,2,1,0,-1,0,0,0,0,1141,0,0.911853106,1
很喜欢这个灯的效果   台灯也好看  店家人也好,1,0,18,1,1,0,21,0,1,1,0,5781,0,0.686762129,1
味道超好，桃子很鲜甜，日期也不错！,1,0,17,1,1,0,-1,0,0,0,3,1234,1,0.966985296,1
亲收到了试了试不错，昨天晚上组装上了，物流也很快,1,0,24,0,1,0,-1,0,1,0,0,1115,1,0.996862446,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
质量不错，每次买衣服都来这家。,1,0,15,0,0,0,-1,0,0,0,1,31,1,0.820901885,1
挺好吃的，下次会在买的,1,0,11,0,0,0,-1,0,0,0,3,52,1,0.808185836,1
货真价实，物流很快，质量挺好的，下次还要买,1,0,21,0,1,1,-1,0,0,0,1,16,1,0.697617928,1
挺不错的一款快充，充电效果很快，很给力,1,0,19,0,0,0,-1,0,0,0,0,1111,1,0.992260606,1
质量很好，充电快做工精细，满意,1,0,15,0,0,0,-1,0,0,1,0,1075,0,0.994821413,1
上妆效果：不反光看起来不假今天是第五天了很奈斯我的肤质：我跟弟弟早上同时贴上的我的显色比较慢他当天晚上就黑了我的只有浅浅的灰色不过最后的颜色都很好,1,4,73,0,1,0,-1,0,0,0,4,143,1,0.333936662,1
女朋友很喜欢颜值在线口感细腻,1,0,14,0,0,0,-1,0,0,0,3,52,1,0.92253974,1
口感味道：非常不错，味道很好吃。,1,0,16,0,0,0,-1,0,0,1,3,385,0,0.945368127,1
服务很好。,1,0,5,0,0,0,-1,0,0,1,0,145,0,0.768861226,1
非常满意，我很喜欢，好评，全五星好哦,1,1,18,0,0,0,-1,0,0,0,0,1226,0,0.905707314,1
跟长靴的颜色一样，挺气质的咖色，s码肩宽还是大了些，不过搭配同色长靴很飒,1,0,36,0,0,0,-1,0,0,0,1,3856,0,0.704746763,1
上妆效果：不反光看起来不假今天是第五天了很奈斯我的肤质：我跟弟弟早上同时贴上的我的显色比较慢他当天晚上就黑了我的只有浅浅的灰色不过最后的颜色都很好,1,4,73,0,1,0,-1,0,0,0,4,143,1,0.333936662,1
宝贝很好收到了质量也很不错值得购买,1,0,17,0,1,0,-1,0,0,1,1,73,1,0.996681257,1
挺不错的，一下就充满电了，速度很快。,1,0,18,0,0,0,-1,0,0,0,0,1598,0,0.996930048,1
包装好评，味道好评，送给我女朋友的，它特别喜欢，兄弟们快冲,1,1,29,0,0,0,-1,0,0,0,3,170,1,0.779207644,1
第一次吃，感觉不错，就是大块了点点,1,0,17,0,0,0,-1,0,0,0,3,2322,0,0.673057038,1
还可以～,1,0,4,0,0,0,-1,0,1,0,0,508,0,0.601161242,1
书包真的是太好了，又便宜又好。超级好评，大家快多多购买他家的，非常喜欢，强烈推荐,1,0,40,0,1,0,-1,0,0,0,6,129,1,0.995426707,1
宝贝很不错，很耐用，很喜欢。！！！,1,0,17,3,0,0,-1,1,0,1,0,942,1,0.997882288,1
很长时间没充电了，电瓶坏了又买了一个钥匙孔，孩子东西真费钱,1,0,29,0,0,0,-1,0,0,0,0,316,1,0.17590953,1
好吃，不过分量有点少,1,0,10,0,0,0,-1,0,0,0,3,113,0,0.618705625,1
